Step;Time;Temp;KinEng;PotEng;TotEng;Press;Lx;Density
78250;78250;301.20409;7181.7595;929.12916;8110.8887;30.034478;63.932602;0.72588128
78500;78500;295.9197;7055.7612;909.71737;7965.4786;-140.52248;64.003606;0.72346814
78750;78750;300.35278;7161.4614;1013.5715;8175.0329;-165.38074;64.024088;0.722774
79000;79000;295.46758;7044.981;944.43242;7989.4134;34.669158;63.988262;0.72398872
79250;79250;295.66896;7049.7827;992.39316;8042.1759;275.93192;63.95923;0.72497504
79500;79500;298.21234;7110.4258;1028.0301;8138.4559;445.62306;64.067706;0.72129879
79750;79750;298.82657;7125.0713;935.26304;8060.3343;257.39983;64.056536;0.7216762
80000;80000;298.12815;7108.4183;954.68374;8063.102;130.77594;63.924281;0.72616479
80250;80250;299.44695;7139.8633;954.31656;8094.1798;-149.22989;63.980673;0.72424634
80500;80500;297.22537;7086.8931;959.99885;8046.8919;90.769944;64.005938;0.72338905
80750;80750;293.53647;6998.9366;1109.3123;8108.2489;633.92469;63.988693;0.72397409
81000;81000;297.37223;7090.3947;932.31338;8022.7081;520.79183;64.072718;0.72112956
81250;81250;300.80615;7172.2712;973.42696;8145.6982;516.41191;64.010911;0.72322046
81500;81500;298.64498;7120.7415;935.40576;8056.1473;486.35366;64.000479;0.72357419
81750;81750;287.64685;6858.5076;941.93516;7800.4428;-112.16132;64.136622;0.71897616
82000;82000;298.54501;7118.3578;1007.0377;8125.3956;-267.68167;64.079659;0.72089525
82250;82250;296.63121;7072.7262;902.51489;7975.2411;156.59503;63.931361;0.72592355
82500;82500;300.69875;7169.7105;975.54111;8145.2516;21.110981;63.983372;0.7241547
82750;82750;294.98741;7033.5322;887.12335;7920.6556;309.60057;64.040339;0.72222392
83000;83000;298.59604;7119.5746;1031.641;8151.2157;216.43;64.095979;0.72034472
83250;83250;296.92144;7079.6462;1025.9661;8105.6123;233.57228;64.171758;0.71779583
83500;83500;295.31069;7041.2403;1028.7461;8069.9864;228.12265;64.162606;0.71810302
83750;83750;298.72551;7122.6616;1047.0364;8169.698;30.5881;64.200178;0.71684298
84000;84000;295.25978;7040.0264;1045.339;8085.3654;323.06182;64.045468;0.72205042
84250;84250;303.50881;7236.7123;1031.8054;8268.5176;367.88578;63.977391;0.72435784
84500;84500;298.88656;7126.5016;898.80175;8025.3033;-4.1025798;64.204066;0.71671277
84750;84750;299.43742;7139.636;1068.9368;8208.5728;483.59835;64.185188;0.71734533
85000;85000;298.54502;7118.358;973.16666;8091.5246;160.38072;64.094668;0.72038891
85250;85250;299.28289;7135.9514;1034.0256;8169.977;305.96809;64.126828;0.71930563
85500;85500;294.5448;7022.9788;911.17345;7934.1523;563.32967;64.100909;0.72017854
85750;85750;299.41078;7139.0008;974.58086;8113.5817;643.00513;64.036787;0.7223441
86000;86000;300.6293;7168.0546;1062.554;8230.6086;393.04177;64.082607;0.72079576
86250;86250;296.62537;7072.5868;931.26112;8003.8479;271.55643;64.028436;0.72262678
86500;86500;299.09609;7131.4976;993.71342;8125.211;112.80861;63.925625;0.72611896
86750;86750;297.58378;7095.4388;914.90912;8010.3479;-62.17081;64.087816;0.72062
87000;87000;301.59492;7191.0783;966.72591;8157.8042;144.86152;64.094694;0.72038805
87250;87250;298.51118;7117.5511;933.31477;8050.8658;194.01659;63.894573;0.72717813
87500;87500;294.6662;7025.8734;758.36916;7784.2426;307.06461;63.834793;0.72922303
87750;87750;294.00911;7010.2062;834.89518;7845.1014;522.7;63.895663;0.72714092
88000;88000;300.23956;7158.7618;929.78314;8088.545;634.72134;63.991475;0.72387966
88250;88250;300.58777;7167.0644;745.88336;7912.9478;363.50123;64.038505;0.72228597
88500;88500;296.83873;7077.6742;1051.5335;8129.2077;136.72445;64.004823;0.72342686
88750;88750;295.54681;7046.8702;950.88814;7997.7583;141.2833;64.078529;0.72093339
89000;89000;297.56475;7094.9851;1092.7479;8187.733;-198.23419;64.252098;0.71510661
89250;89250;299.80269;7148.3452;985.97996;8134.3252;390.71043;64.142792;0.71876871
89500;89500;297.84222;7101.6009;843.66882;7945.2697;730.19991;63.972822;0.72451304
89750;89750;299.66503;7145.063;1033.6678;8178.7308;554.24884;64.039178;0.7222632
90000;90000;295.21254;7038.9001;966.42092;8005.321;345.68466;64.153138;0.718421
90250;90250;298.15788;7109.1274;1071.2625;8180.3898;350.7641;63.986918;0.72403433
90500;90500;299.20098;7133.9984;1053.6861;8187.6845;243.6315;64.058576;0.72160727
90750;90750;299.63336;7144.308;892.12136;8036.4293;256.62126;64.082911;0.72078551
91000;91000;297.23085;7087.0237;1053.0247;8140.0484;9.8826508;64.062978;0.72145852
91250;91250;296.39539;7067.1033;933.10177;8000.2051;194.0283;64.075205;0.72104557
91500;91500;302.5254;7213.2644;943.94607;8157.2104;56.425304;64.077628;0.72096379
91750;91750;296.50054;7069.6105;920.22976;7989.8402;215.67443;64.032819;0.72247841
92000;92000;301.84888;7197.1336;1000.6967;8197.8303;117.41208;63.988599;0.72397725
92250;92250;294.59536;7024.1843;1047.3622;8071.5465;76.579989;64.117036;0.71963523
92500;92500;296.799;7076.7268;1122.3548;8199.0816;478.74186;64.181982;0.71745284
92750;92750;300.58779;7167.0649;982.97576;8150.0407;543.01813;64.165063;0.71802052
93000;93000;295.90757;7055.472;1069.5617;8125.0337;589.07778;64.169368;0.71787603
93250;93250;298.74158;7123.0447;1113.3417;8236.3864;272.63665;64.123448;0.71941936
93500;93500;293.34137;6994.2849;1041.9971;8036.282;237.98176;64.040878;0.72220569
93750;93750;299.21125;7134.2433;974.45544;8108.6987;-286.63476;64.058419;0.72161256
94000;94000;298.6652;7121.2236;931.7628;8052.9864;113.14729;63.99133;0.72388457
94250;94250;294.68119;7026.2308;1017.3198;8043.5506;213.97647;64.042196;0.72216111
94500;94500;297.19824;7086.2461;905.34056;7991.5866;440.07852;64.086211;0.72067416
94750;94750;298.36959;7114.1751;981.92077;8096.0959;301.90324;64.014635;0.72309426
95000;95000;295.4367;7044.2449;892.05625;7936.3012;250.90344;64.009326;0.72327419
95250;95250;301.06141;7178.3575;945.29186;8123.6494;285.96859;64.003655;0.72346648
95500;95500;295.13502;7037.0517;903.78133;7940.833;263.30653;64.06265;0.7214696
95750;95750;298.31966;7112.9848;1063.6592;8176.644;393.66774;64.007561;0.72333402
96000;96000;295.67248;7049.8666;920.91085;7970.7774;378.40347;64.039444;0.72225421
96250;96250;300.00005;7153.051;1006.1778;8159.2288;623.84149;64.064969;0.72139125
96500;96500;297.28426;7088.2971;1014.9043;8103.2014;566.96644;64.117092;0.71963335
96750;96750;301.52043;7189.3022;936.80023;8126.1024;183.77436;64.098857;0.72024768
97000;97000;299.08918;7131.3327;917.13727;8048.47;266.78309;63.972502;0.72452392
97250;97250;292.14602;6965.7835;979.61297;7945.3964;248.64546;63.971058;0.72457297
97500;97500;298.4716;7116.6074;973.26252;8089.8699;263.77013;64.067553;0.72130397
97750;97750;293.2669;6992.5093;975.85285;7968.3621;324.57166;64.029051;0.72260597
98000;98000;298.83939;7125.3769;946.30315;8071.6801;126.53265;63.987909;0.7240007
98250;98250;298.52381;7117.8525;951.30219;8069.1546;381.73011;64.021357;0.72286651
98500;98500;299.67527;7145.3072;1074.4721;8219.7793;215.60136;64.15014;0.71852172
98750;98750;295.17008;7037.8876;1053.0679;8090.9556;371.89992;64.063928;0.72142644
99000;99000;298.36648;7114.101;825.43687;7939.5379;379.27635;64.026018;0.72270866
99250;99250;296.53527;7070.4385;814.03866;7884.4772;284.86124;63.909862;0.72665637
99500;99500;302.30255;7207.9507;836.76332;8044.7141;394.92993;63.901261;0.72694985
99750;99750;296.34529;7065.9089;853.13917;7919.0481;-19.839596;64.048783;0.7219383
100000;100000;299.20554;7134.1071;1048.0712;8182.1783;378.53875;64.060524;0.72154142
100250;100250;295.63194;7048.9001;1032.062;8080.9621;195.17665;64.147219;0.71861988
100500;100500;296.69356;7074.2127;1014.3696;8088.5823;280.44549;64.111449;0.71982339
100750;100750;299.1835;7133.5817;888.49428;8022.076;426.66744;63.976994;0.7243713
101000;101000;298.74187;7123.0517;924.55919;8047.6109;370.14461;64.033498;0.72245543
101250;101250;299.09751;7131.5313;971.15775;8102.6891;140.72746;64.135755;0.71900531
101500;101500;304.34194;7256.5769;1061.1857;8317.7626;349.88384;64.006425;0.72337253
101750;101750;299.26845;7135.6073;893.24233;8028.8496;197.255;63.955419;0.72510464
102000;102000;300.63852;7168.2744;891.10518;8059.3796;-182.82617;63.9497;0.72529921
102250;102250;297.46029;7092.4944;951.60938;8044.1038;212.18021;63.968201;0.72467008
102500;102500;294.97322;7033.1939;993.34701;8026.5409;-36.917716;64.050657;0.72187493
102750;102750;300.89241;7174.328;1043.9852;8218.3132;324.93809;64.043948;0.72210181
103000;103000;294.72803;7027.3476;989.32265;8016.6703;360.446;64.102086;0.72013885
103250;103250;300.74311;7170.7683;988.56998;8159.3383;309.74606;64.065232;0.72138236
103500;103500;300.14185;7156.4322;860.30728;8016.7395;240.23036;63.819698;0.72974059
103750;103750;297.28838;7088.3953;780.07295;7868.4682;158.66321;63.875248;0.72783835
104000;104000;300.55409;7166.2613;958.1068;8124.3681;43.769436;64.062784;0.72146507
104250;104250;295.59924;7048.1203;1001.241;8049.3613;148.09059;64.131674;0.71914257
104500;104500;298.61297;7119.9781;981.47691;8101.455;487.90108;63.981521;0.72421757
104750;104750;297.04437;7082.5773;971.7218;8054.2991;371.50646;63.99013;0.72392531
105000;105000;291.39487;6947.8733;1090.9419;8038.8153;414.85522;64.021438;0.72286378
105250;105250;301.31494;7184.4026;1009.7536;8194.1562;542.76396;64.105141;0.7200359
105500;105500;300.40288;7162.656;936.3404;8098.9964;165.9989;64.171377;0.7178086
105750;105750;297.04132;7082.5045;1104.3693;8186.8739;265.54454;64.160614;0.71816991
106000;106000;297.06958;7083.1785;1012.0208;8095.1993;81.922482;64.147419;0.71861316
106250;106250;301.99533;7200.6256;1061.5526;8262.1782;304.70468;64.087476;0.72063148
106500;106500;296.58629;7071.655;927.22661;7998.8816;42.67778;64.112225;0.71979726
106750;106750;300.41613;7162.972;1032.6488;8195.6207;410.18413;64.023699;0.7227872
107000;107000;301.78929;7195.7129;918.80243;8114.5154;344.60379;64.082074;0.72081376
107250;107250;298.02542;7105.9689;1046.7293;8152.6982;364.33176;64.12541;0.71935336
107500;107500;300.1466;7156.5453;1070.8002;8227.3454;410.90178;64.12877;0.71924027
107750;107750;296.20042;7062.4545;1059.6002;8122.0548;725.72207;64.10263;0.72012051
108000;108000;299.89424;7150.5282;1093.3151;8243.8433;517.60214;64.088629;0.72059258
108250;108250;298.13154;7108.4993;873.72294;7982.2222;467.74934;64.061579;0.72150577
108500;108500;298.82607;7125.0594;1072.4413;8197.5007;214.48394;64.027343;0.7226638
108750;108750;296.98529;7081.1687;860.55462;7941.7233;135.85597;64.084366;0.7207364
109000;109000;298.16968;7109.4087;1016.9704;8126.3791;227.00024;64.015409;0.72306804
109250;109250;294.38704;7019.2173;882.9991;7902.2164;87.370467;64.005257;0.72341214
109500;109500;300.14881;7156.598;922.67385;8079.2718;17.845967;64.007535;0.72333492
109750;109750;298.29792;7112.4663;860.54763;7973.0139;-38.715136;64.050801;0.72187006
110000;110000;299.50151;7141.1642;981.95964;8123.1239;33.017482;64.046177;0.72202644
110250;110250;296.32409;7065.4033;912.73326;7978.1365;190.95713;63.991735;0.72387083
110500;110500;302.36739;7209.4968;893.45205;8102.9488;51.457385;63.998017;0.72365768
110750;110750;297.0126;7081.8198;961.69902;8043.5188;-2.2438465;64.044033;0.72209897
111000;111000;299.59114;7143.3012;930.26362;8073.5648;94.932798;64.056112;0.72169055
111250;111250;296.1467;7061.1738;997.13544;8058.3093;328.98136;63.877409;0.72776447
111500;111500;296.64193;7072.9817;903.51972;7976.5014;-78.321774;63.933794;0.72584066
111750;111750;301.8599;7197.3965;1031.2452;8228.6418;147.49817;64.115525;0.71968612
112000;112000;295.5708;7047.4423;1018.7423;8066.1846;-118.6478;64.164852;0.71802762
112250;112250;298.12822;7108.4202;974.36003;8082.7802;297.83329;63.849404;0.72872252
112500;112500;297.20932;7086.5104;806.39208;7892.9025;514.08172;63.913189;0.72654292
112750;112750;296.64125;7072.9655;949.1943;8022.1598;636.23213;64.017444;0.72299909
113000;113000;294.82934;7029.7633;1127.7268;8157.4901;522.76081;64.051105;0.72185978
113250;113250;294.69941;7026.6654;898.91297;7925.5783;237.1282;64.073974;0.72108715
113500;113500;299.50484;7141.2436;977.09888;8118.3425;269.10396;63.943327;0.72551608
113750;113750;297.26817;7087.9136;949.31716;8037.2307;346.32657;63.980024;0.7242684
114000;114000;297.52643;7094.0712;1012.1558;8106.2271;-139.68548;64.122084;0.7194653
114250;114250;299.3511;7137.5779;932.87625;8070.4541;336.69004;64.073157;0.72111471
114500;114500;294.54497;7022.9829;815.93471;7838.9176;422.22604;63.903846;0.72686162
114750;114750;300.11912;7155.8902;873.45384;8029.344;311.81895;63.913477;0.7265331
115000;115000;295.70174;7050.5643;900.3698;7950.9341;359.95197;63.952061;0.72521887
115250;115250;297.77593;7100.0202;1015.955;8115.9752;158.70952;64.089488;0.7205636
115500;115500;300.30004;7160.204;1011.928;8172.132;34.073901;64.195534;0.71699857
115750;115750;296.70112;7074.3931;922.01995;7996.4131;486.21652;64.040576;0.72221591
116000;116000;298.10547;7107.8776;1029.8492;8137.7267;714.42228;63.958652;0.72499469
116250;116250;293.74352;7003.8734;947.04149;7950.9149;532.68399;64.061763;0.72149958
116500;116500;298.7924;7124.2564;987.11555;8111.372;349.02569;64.063706;0.72143391
116750;116750;292.60132;6976.6394;938.22779;7914.8672;195.74553;64.065567;0.72137106
117000;117000;301.83932;7196.9056;926.40266;8123.3083;-249.13171;64.042543;0.72214935
117250;117250;293.82712;7005.8667;918.52942;7924.3962;-39.001787;63.911014;0.72661709
117500;117500;297.51814;7093.8736;921.34407;8015.2177;70.652423;63.954431;0.72513826
117750;117750;300.1487;7156.5955;977.97085;8134.5663;187.19547;64.098149;0.72027156
118000;118000;295.07265;7035.5646;1069.4509;8105.0155;543.60806;64.03621;0.72236363
118250;118250;297.81622;7100.981;941.65318;8042.6342;637.43148;64.026247;0.72270091
118500;118500;299.28204;7135.9311;893.60026;8029.5314;367.07861;64.000382;0.72357747
118750;118750;301.64623;7192.3018;944.46782;8136.7696;204.32523;64.000526;0.72357259
119000;119000;296.54429;7070.6538;991.20787;8061.8616;427.94164;64.112959;0.71977252
119250;119250;297.852;7101.834;1108.8159;8210.6498;265.3659;64.159497;0.7182074
119500;119500;293.70359;7002.9213;1024.36;8027.2813;488.06124;64.192423;0.71710283
119750;119750;297.41954;7091.5227;1140.0747;8231.5974;560.60145;64.080282;0.72087423
120000;120000;293.92062;7008.0961;1085.7801;8093.8762;252.42081;64.128659;0.71924403
120250;120250;300.5845;7166.9864;942.77029;8109.7567;271.57637;64.059495;0.72157619
120500;120500;300.46261;7164.0802;899.74152;8063.8217;119.28633;63.965178;0.72477282
120750;120750;293.98405;7009.6087;906.68408;7916.2928;189.88515;63.982302;0.72419106
121000;121000;300.36178;7161.6759;961.17666;8122.8526;631.49707;63.982215;0.724194
121250;121250;298.88622;7126.4934;840.33869;7966.8321;322.88225;63.984082;0.72413061
121500;121500;295.75113;7051.742;976.62614;8028.3682;319.79824;63.934341;0.72582204
121750;121750;296.32527;7065.4313;876.58085;7942.0122;96.780675;63.96011;0.72494511
122000;122000;296.19846;7062.4077;1041.5552;8103.9629;144.03996;64.049617;0.7219101
122250;122250;297.61642;7096.2169;963.98969;8060.2066;249.17157;64.061508;0.72150819
122500;122500;301.55342;7190.0887;905.51306;8095.6018;468.56546;64.052621;0.72180855
122750;122750;298.45637;7116.2442;903.64981;8019.894;338.30928;63.985896;0.72406903
123000;123000;299.50491;7141.2451;970.35693;8111.6021;138.45851;64.009167;0.7232796
123250;123250;298.62589;7120.2862;945.31505;8065.6013;19.844537;64.036494;0.72235403
123500;123500;297.38425;7090.6812;1019.0784;8109.7595;311.9971;64.0695;0.72123821
123750;123750;297.86395;7102.1191;1092.5508;8194.6699;29.399599;64.207387;0.71660156
124000;124000;294.21269;7015.0602;880.49867;7895.5588;115.01971;64.080915;0.72085285
124250;124250;300.4343;7163.405;883.85864;8047.2637;631.41484;63.872441;0.72793433
124500;124500;296.13338;7060.8561;849.72292;7910.579;766.27097;63.957146;0.7250459
124750;124750;297.82052;7101.0834;959.55547;8060.6388;465.90981;64.101011;0.7201751
125000;125000;297.78021;7100.1223;1013.1527;8113.275;60.972349;64.085363;0.72070278
125250;125250;301.41947;7186.895;1028.739;8215.6339;-86.823014;64.148578;0.71857421
125500;125500;294.78836;7028.7862;1024.5819;8053.3681;-58.127946;64.142064;0.71879318
125750;125750;298.3894;7114.6476;1012.0519;8126.6995;471.64454;64.021454;0.72286322
126000;126000;299.04866;7130.3667;958.46687;8088.8336;501.51554;64.016749;0.72302261
126250;126250;294.03044;7010.7146;885.45226;7896.1669;309.25371;64.044717;0.72207582
126500;126500;298.74276;7123.0729;964.32512;8087.3981;549.04511;64.046477;0.72201629
126750;126750;298.08875;7107.4789;936.22449;8043.7034;125.88206;64.081734;0.72082522
127000;127000;294.56606;7023.4858;906.81691;7930.3027;63.171959;63.983749;0.7241419
127250;127250;299.71838;7146.3351;954.60081;8100.9359;159.11537;63.996857;0.72369704
127500;127500;292.89251;6983.5825;946.48468;7930.0672;234.22248;63.999479;0.72360809
127750;127750;301.19547;7181.5542;943.59843;8125.1526;455.09476;63.912949;0.72655111
128000;128000;293.56544;6999.6275;926.31815;7925.9457;371.47123;63.975043;0.72443758
128250;128250;298.2521;7111.3739;1050.008;8161.3818;172.56188;64.123264;0.71942557
128500;128500;295.60854;7048.342;1015.5736;8063.9156;247.49791;64.128375;0.71925359
128750;128750;300.8079;7172.3131;1050.9185;8223.2316;270.92197;64.071541;0.72116929
129000;129000;295.29807;7040.9393;1003.3504;8044.2897;308.22839;64.023618;0.72278993
129250;129250;300.05368;7154.3297;1012.7096;8167.0393;460.90525;64.09981;0.72021556
129500;129500;293.54805;6999.2127;1016.8587;8016.0714;389.04208;64.18115;0.71748075
129750;129750;301.73377;7194.389;1024.3962;8218.7852;369.08313;64.008972;0.7232862
130000;130000;299.06156;7130.6742;919.94004;8050.6143;6.6598034;63.991897;0.72386533
130250;130250;296.46094;7068.6663;970.98413;8039.6504;55.352364;64.034164;0.72243288
130500;130500;301.40634;7186.5819;960.27898;8146.8608;386.46455;64.011759;0.72319173
130750;130750;298.70262;7122.1157;830.87248;7952.9882;307.86882;63.953816;0.72515916
131000;131000;300.25953;7159.2379;913.54021;8072.7781;18.447897;63.947375;0.72537832
131250;131250;294.51283;7022.2166;888.57025;7910.7868;126.69949;63.981881;0.72420533
131500;131500;299.08525;7131.239;973.11771;8104.3567;161.10465;63.953788;0.72516012
131750;131750;298.79849;7124.4016;895.8504;8020.252;63.853551;63.99116;0.72389035
132000;132000;301.84089;7196.9431;1020.1209;8217.064;124.84996;64.068999;0.72125514
132250;132250;294.47728;7021.369;954.16377;7975.5328;187.55037;64.047341;0.72198708
132500;132500;303.65782;7240.265;916.99583;8157.2608;417.44404;63.903569;0.72687107
132750;132750;298.14895;7108.9144;932.06012;8040.9746;420.71844;64.037229;0.72232916
133000;133000;295.7682;7052.149;1058.4288;8110.5778;138.79419;64.144159;0.71872273
133250;133250;298.28831;7112.2373;1035.232;8147.4693;359.0221;64.120742;0.71951047
133500;133500;298.02677;7106.0012;990.94086;8096.9421;336.79985;64.04396;0.72210142
133750;133750;294.81857;7029.5065;921.7801;7951.2866;423.42888;63.968868;0.72464738
134000;134000;299.30394;7136.4534;1013.2964;8149.7498;334.74337;64.015407;0.72306811
134250;134250;295.07347;7035.5841;1003.0297;8038.6138;431.26094;64.085078;0.72071239
134500;134500;297.45997;7092.4867;1053.3674;8145.8541;200.40168;64.130723;0.71917456
134750;134750;296.93426;7079.9519;1013.707;8093.6589;96.664194;64.163061;0.71808773
135000;135000;295.88955;7055.0424;935.57155;7990.614;191.48023;64.068973;0.721256
135250;135250;301.96094;7199.8055;984.33337;8184.1388;199.72333;64.119842;0.71954076
135500;135500;294.9501;7032.6427;903.70973;7936.3524;372.66677;64.220213;0.71617229
135750;135750;301.57303;7190.5565;1010.3077;8200.8642;550.19345;64.046036;0.72203122
136000;136000;292.07639;6964.1233;1035.8964;8000.0198;483.33879;64.04904;0.72192963
136250;136250;301.82888;7196.6568;1064.9097;8261.5665;196.87492;64.165734;0.71799799
136500;136500;299.68434;7145.5233;999.24095;8144.7643;143.99162;64.198136;0.7169114
136750;136750;298.54702;7118.4058;1012.9891;8131.395;308.87026;63.993496;0.72381107
137000;137000;296.99024;7081.2867;976.29369;8057.5804;254.33397;63.970464;0.72459316
137250;137250;298.82232;7124.9698;949.76885;8074.7387;152.89383;64.124575;0.71938146
137500;137500;301.5454;7189.8977;1041.8726;8231.7703;95.996859;64.056183;0.72168812
137750;137750;299.33055;7137.0879;823.05157;7960.1394;133.29725;64.056749;0.72166901
138000;138000;301.00785;7177.0806;983.9864;8161.067;366.7793;63.958414;0.72500279
138250;138250;295.0626;7035.3249;1023.9696;8059.2945;216.93077;64.077493;0.72096835
138500;138500;301.64879;7192.3629;938.60423;8130.9671;683.21323;64.070139;0.72121662
138750;138750;299.35596;7137.6938;1103.3441;8241.0378;473.49082;64.087615;0.7206268
139000;139000;296.31157;7065.1049;986.75957;8051.8645;350.6072;64.141886;0.71879915
139250;139250;305.79029;7291.1106;970.61452;8261.7251;282.24644;64.014357;0.72310367
139500;139500;298.36922;7114.1664;951.28818;8065.4546;276.61954;64.053732;0.72177098
139750;139750;294.91698;7031.8529;1034.8784;8066.7313;-36.289065;64.096996;0.72031042
140000;140000;299.95321;7151.9342;940.56895;8092.5032;519.49347;64.002339;0.72351111
140250;140250;300.11776;7155.8576;852.18562;8008.0433;538.98877;64.015233;0.723074
140500;140500;295.60415;7048.2374;973.87757;8022.115;163.70778;64.00077;0.72356431
140750;140750;300.92912;7175.2034;989.84359;8165.047;438.61694;64.0045;0.72343781
141000;141000;297.74867;7099.3703;882.1791;7981.5494;73.480011;63.960867;0.72491939
141250;141250;299.8375;7149.1753;1001.5724;8150.7477;313.26372;63.917032;0.72641187
141500;141500;294.423;7020.0746;929.98408;7950.0586;162.23894;64.106931;0.7199756
141750;141750;299.97292;7152.4042;1016.2911;8168.6953;284.35234;64.012952;0.7231513
142000;142000;296.66547;7073.5429;964.2037;8037.7466;120.46037;63.917377;0.7264001
142250;142250;294.92142;7031.9587;946.67773;7978.6364;254.34189;63.948998;0.72532308
142500;142500;299.93409;7151.4783;886.62739;8038.1057;59.258186;64.021109;0.72287491
142750;142750;296.70486;7074.4822;937.40765;8011.8898;185.01602;64.025673;0.72272034
143000;143000;298.46129;7116.3615;1041.7974;8158.159;175.62463;63.994544;0.72377553
143250;143250;297.97964;7104.8775;851.11548;7955.993;102.087;64.070898;0.72119102
143500;143500;296.93993;7080.087;1010.437;8090.524;484.66121;64.073411;0.72110617
143750;143750;297.78739;7100.2936;1014.915;8115.2087;346.22155;64.044555;0.72208131
144000;144000;297.00222;7081.5724;857.90249;7939.4749;505.27811;63.986417;0.72405134
144250;144250;299.17372;7133.3486;938.24735;8071.5959;304.29004;64.020778;0.72288614
144500;144500;292.43685;6972.7179;989.39394;7962.1118;105.79989;64.074922;0.72105515
144750;144750;298.43935;7115.8386;1047.4581;8163.2966;429.7238;64.020141;0.72290772
145000;145000;297.98043;7104.8962;842.40605;7947.3023;493.14435;63.910534;0.72663345
145250;145250;299.90468;7150.777;940.04809;8090.8251;560.35887;63.983295;0.72415733
145500;145500;302.34482;7208.9586;1126.7889;8335.7474;247.94756;64.106334;0.71999569
145750;145750;297.78599;7100.2602;1005.9093;8106.1695;-57.391458;64.055945;0.72169616
146000;146000;299.68392;7145.5134;837.4257;7982.9391;-107.89264;63.885492;0.72748827
146250;146250;293.34879;6994.4618;963.46913;7957.9309;454.22018;63.882957;0.7275749
146500;146500;297.08986;7083.6619;1004.6918;8088.3537;269.00964;64.011742;0.72319231
146750;146750;297.4271;7091.7028;892.00896;7983.7118;435.37799;64.002884;0.7234926
147000;147000;298.56192;7118.761;932.40344;8051.1644;233.10913;63.882709;0.72758336
147250;147250;301.69848;7193.5476;841.81164;8035.3593;101.37955;63.967006;0.72471067
147500;147500;298.48447;7116.9143;929.8828;8046.7971;16.450268;64.047002;0.72199852
147750;147750;297.07011;7083.1909;1085.2857;8168.4767;22.646627;64.054389;0.72174876
148000;148000;291.67107;6954.459;981.41118;7935.8701;13.034402;64.043792;0.72210709
148250;148250;299.74232;7146.9058;947.7242;8094.63;190.71953;63.901449;0.72694341
148500;148500;293.78814;7004.9375;854.22677;7859.1642;-73.252728;63.910695;0.72662799
148750;148750;298.87236;7126.1629;918.54329;8044.7062;431.22948;63.989067;0.72396137
149000;149000;296.0518;7058.9111;1048.0792;8106.9903;264.04714;63.974991;0.72443935
149250;149250;296.46188;7068.6887;944.07009;8012.7588;321.59864;63.986932;0.72403385
149500;149500;296.98865;7081.2487;915.64571;7996.8944;330.80389;63.954387;0.72513976
149750;149750;298.45925;7116.3131;916.1041;8032.4172;458.52356;63.867595;0.72810003
150000;150000;295.6534;7049.4116;912.78551;7962.1971;402.00689;63.912726;0.72655872
150250;150250;301.5715;7190.5198;1024.1107;8214.6305;196.33771;63.97179;0.7245481
150500;150500;299.52693;7141.7703;940.69083;8082.4612;248.05945;64.00362;0.72346765
150750;150750;299.50034;7141.1362;978.60986;8119.746;73.859238;64.027947;0.72264334
151000;151000;301.51082;7189.0731;1015.486;8204.5592;193.0258;64.008999;0.7232853
151250;151250;297.77439;7099.9836;940.88071;8040.8643;315.97849;64.032678;0.72248316
151500;151500;302.44305;7211.3007;991.91162;8203.2123;428.44505;64.023775;0.72278462
151750;151750;299.27362;7135.7304;958.97215;8094.7025;315.30048;64.031584;0.7225202
152000;152000;298.364;7114.0418;969.40609;8083.4479;224.61711;63.999557;0.72360547
152250;152250;298.21256;7110.431;1028.8701;8139.3011;62.042396;63.930704;0.72594592
152500;152500;297.10001;7083.9039;908.99562;7992.8995;17.166439;63.898371;0.72704848
152750;152750;297.25047;7087.4914;934.2753;8021.7667;-25.66765;63.932622;0.7258806
153000;153000;303.91007;7246.2796;985.76931;8232.0489;204.46488;64.035835;0.72237633
153250;153250;297.68627;7097.8824;1045.0868;8142.9691;-29.472825;64.02745;0.72266015
153500;153500;294.77649;7028.5032;1012.5772;8041.0804;277.3227;63.947423;0.72537669
153750;153750;297.14816;7085.0521;906.95418;7992.0063;392.65089;64.016799;0.72302095
154000;154000;300.19794;7157.7695;1064.5066;8222.2761;296.26053;64.126497;0.71931678
154250;154250;297.23314;7087.0784;938.32828;8025.4066;403.22238;63.996055;0.72372424
154500;154500;295.12863;7036.8993;993.47789;8030.3772;425.23747;63.837223;0.72913974
154750;154750;295.16747;7037.8255;945.11322;7982.9387;103.08685;63.961189;0.72490844
155000;155000;297.63366;7096.628;1006.556;8103.184;305.47036;63.948332;0.72534573
155250;155250;293.42027;6996.166;922.85038;7919.0164;381.14676;63.907861;0.72672465
155500;155500;301.46597;7188.0037;929.93451;8117.9382;154.89176;63.885494;0.72748822
155750;155750;295.70983;7050.7571;866.00641;7916.7635;137.91748;63.850624;0.72868074
156000;156000;301.10057;7179.2912;834.66239;8013.9536;31.499721;63.772852;0.73134991
156250;156250;298.40255;7114.9611;997.06227;8112.0234;374.82321;63.813351;0.72995837
156500;156500;293.98744;7009.6895;914.75373;7924.4432;268.275;63.937582;0.72571166
156750;156750;303.48953;7236.2524;886.81025;8123.0627;229.87632;63.828391;0.72944248
157000;157000;294.05726;7011.3542;889.41842;7900.7726;327.03209;63.745906;0.73227775
