Step;Time;Temp;KinEng;PotEng;TotEng;Press;Lx;Density
25500;25500;300.24191;7158.8178;667.83893;7826.6567;535.23316;63.407526;0.74406401
25750;25750;295.44147;7044.3586;646.59468;7690.9533;574.06739;63.442446;0.74283605
26000;26000;298.4625;7116.3906;759.2303;7875.6209;498.96712;63.352649;0.74599926
26250;26250;298.54543;7118.3678;580.3348;7698.7026;272.28211;63.435115;0.74309364
26500;26500;302.23552;7206.3525;710.57435;7916.9268;-28.832044;63.525962;0.73991016
26750;26750;295.65902;7049.5457;834.36598;7883.9117;80.046006;63.524092;0.73997548
27000;27000;294.91083;7031.7062;764.35383;7796.0601;460.83126;63.425265;0.74343988
27250;27250;299.255;7135.2865;733.60558;7868.8921;788.81977;63.394819;0.74451155
27500;27500;299.84893;7149.4478;693.78173;7843.2295;415.44492;63.540492;0.73940267
27750;27750;296.85285;7078.0108;886.63657;7964.6474;865.5716;63.528295;0.73982862
28000;28000;293.65909;7001.8605;740.38436;7742.2448;474.95871;63.559787;0.73872948
28250;28250;300.92911;7175.203;776.11239;7951.3154;423.68904;63.458763;0.74226321
28500;28500;296.22362;7063.0078;720.69293;7783.7007;340.8686;63.468741;0.74191319
28750;28750;302.45558;7211.5994;736.7784;7948.3778;46.068758;63.511838;0.7404039
29000;29000;296.02199;7058.2003;770.14228;7828.3426;311.55739;63.448833;0.74261175
29250;29250;294.8802;7030.976;698.01676;7728.9927;134.95787;63.442193;0.74284494
29500;29500;301.5311;7189.5567;658.80372;7848.3604;338.42832;63.340917;0.74641387
29750;29750;297.73633;7099.0761;636.99634;7736.0724;518.72288;63.33093;0.74676704
30000;30000;297.63119;7096.5692;764.17743;7860.7467;452.84817;63.484679;0.74135455
30250;30250;299.00059;7129.2203;726.58303;7855.8034;735.41829;63.458313;0.74227898
30500;30500;300.10279;7155.5007;765.79698;7921.2977;335.10618;63.433873;0.74313727
30750;30750;299.11518;7131.9527;612.51161;7744.4643;457.18019;63.439759;0.74293045
31000;31000;302.53367;7213.4615;831.73392;8045.1954;535.2586;63.430428;0.74325836
31250;31250;297.1042;7084.0039;810.38771;7894.3916;629.94922;63.572617;0.73828233
31500;31500;298.18688;7109.8187;808.01573;7917.8344;564.04134;63.593627;0.73755082
31750;31750;299.57449;7142.9043;756.50277;7899.4071;912.78582;63.441178;0.74288059
32000;32000;298.09744;7107.6862;708.09228;7815.7785;546.75867;63.543945;0.73928215
32250;32250;299.15248;7132.8421;857.50903;7990.3512;183.67977;63.678915;0.73459127
32500;32500;295.92484;7055.8839;757.83496;7813.7189;261.32506;63.493729;0.7410376
32750;32750;295.52012;7046.2338;711.7243;7757.9581;461.70702;63.385735;0.74483168
33000;33000;294.96841;7033.0791;695.26823;7728.3474;650.44324;63.525846;0.7399142
33250;33250;298.53114;7118.0271;786.51791;7904.545;794.35668;63.566753;0.73848667
33500;33500;293.4202;6996.1644;757.37762;7753.542;884.96013;63.464037;0.74207815
33750;33750;296.88057;7078.6717;858.18145;7936.8531;515.9838;63.404786;0.74416048
34000;34000;297.93058;7103.7077;814.74749;7918.4552;125.87255;63.584496;0.7378686
34250;34250;296.42544;7067.8198;617.36041;7685.1802;-29.962428;63.561437;0.73867195
34500;34500;299.51099;7141.3902;698.03394;7839.4242;459.35849;63.352363;0.74600938
34750;34750;296.33538;7065.6725;799.38246;7865.0549;529.18486;63.467398;0.74196026
35000;35000;298.45633;7116.2433;875.48258;7991.7259;445.05578;63.542569;0.73933018
35250;35250;297.3233;7089.228;745.76732;7834.9953;443.45929;63.540084;0.73941693
35500;35500;299.99642;7152.9645;607.69917;7760.6637;550.91542;63.407315;0.74407147
35750;35750;295.51536;7046.1204;791.55856;7837.6789;213.1367;63.489769;0.74117624
36000;36000;298.72611;7122.6758;760.84973;7883.5255;738.53164;63.574521;0.738216
36250;36250;289.76488;6909.0089;752.09608;7661.105;486.36918;63.515517;0.74027525
36500;36500;298.47531;7116.6959;803.62725;7920.3231;762.5214;63.477122;0.74161935
36750;36750;296.76386;7075.889;736.53244;7812.4215;230.37439;63.578856;0.73806498
37000;37000;297.27774;7088.1417;800.70026;7888.8419;297.25518;63.459977;0.7422206
37250;37250;294.23434;7015.5764;797.73511;7813.3115;181.38387;63.490011;0.74116777
37500;37500;300.22219;7158.3476;823.87707;7982.2247;149.28627;63.591424;0.73762746
37750;37750;300.9243;7175.0885;754.48333;7929.5718;942.28707;63.518172;0.74018241
38000;38000;296.45366;7068.4928;787.9628;7856.4556;668.88995;63.523188;0.7400071
38250;38250;297.91665;7103.3756;787.76364;7891.1392;756.99096;63.565824;0.73851903
38500;38500;297.21937;7086.75;788.50511;7875.2551;463.05106;63.474398;0.74171482
38750;38750;297.63421;7096.6411;597.63334;7694.2745;211.77811;63.435637;0.7430753
39000;39000;300.41452;7162.9335;737.58081;7900.5143;208.85537;63.481643;0.7414609
39250;39250;296.7406;7075.3345;766.60474;7841.9392;363.96909;63.635088;0.73611011
39500;39500;299.55239;7142.3773;886.0079;8028.3852;729.52633;63.636151;0.73607324
39750;39750;295.28089;7040.5299;845.76047;7886.2903;973.99814;63.614605;0.73682141
40000;40000;301.74629;7194.6876;837.35379;8032.0413;1074.0477;63.599578;0.7373438
40250;40250;296.59863;7071.9493;767.04038;7838.9897;725.22225;63.659699;0.73525669
40500;40500;301.90334;7198.4323;848.83949;8047.2717;667.41678;63.582634;0.73793344
40750;40750;297.14543;7084.987;795.1439;7880.131;384.45947;63.495114;0.74098907
41000;41000;299.24989;7135.1646;697.89517;7833.0598;533.19229;63.574196;0.73822731
41250;41250;301.81151;7196.2425;804.07171;8000.3143;541.86565;63.648167;0.73565644
41500;41500;297.52834;7094.1168;832.58752;7926.7043;457.62726;63.596758;0.73744191
41750;41750;297.98609;7105.0312;854.76829;7959.7995;670.38099;63.50679;0.74058048
42000;42000;295.75006;7051.7164;837.67743;7889.3938;392.53799;63.617633;0.73671617
42250;42250;302.44817;7211.4228;842.47161;8053.8944;286.9112;63.624843;0.73646578
42500;42500;296.16729;7061.6645;838.21882;7899.8834;235.92744;63.583748;0.73789466
42750;42750;297.82457;7101.1799;780.10796;7881.2879;426.52619;63.478153;0.74158322
43000;43000;299.57544;7142.927;740.0083;7882.9353;450.63778;63.533102;0.73966072
43250;43250;296.77846;7076.2371;829.12318;7905.3603;463.85876;63.517182;0.74021703
43500;43500;302.24323;7206.5363;645.75217;7852.2885;205.00334;63.459009;0.74225456
43750;43750;295.764;7052.0487;669.02143;7721.0702;18.263605;63.350317;0.74608166
44000;44000;297.86471;7102.1371;717.22175;7819.3589;-98.064796;63.439728;0.74293154
44250;44250;296.09842;7060.0224;760.46777;7820.4902;76.77698;63.492581;0.74107779
44500;44500;294.09092;7012.1568;651.91178;7664.0686;779.07064;63.304891;0.74768892
44750;44750;298.40021;7114.9052;652.03777;7766.943;427.23926;63.394633;0.74451811
45000;45000;298.19553;7110.0249;775.30517;7885.3301;952.46973;63.470537;0.7418502
45250;45250;297.01027;7081.7644;745.25106;7827.0154;717.8545;63.497125;0.7409187
45500;45500;300.08947;7155.1831;702.46559;7857.6487;869.65464;63.420867;0.74359459
45750;45750;297.34364;7089.713;724.785;7814.498;365.42065;63.433347;0.74315578
46000;46000;294.73727;7027.5679;709.51372;7737.0817;285.53555;63.371299;0.74534083
46250;46250;302.45607;7211.6111;655.42851;7867.0396;463.67786;63.356913;0.74584865
46500;46500;293.8279;7005.8853;702.57955;7708.4649;277.44139;63.55767;0.73880329
46750;46750;298.08474;7107.3835;797.88902;7905.2725;742.42636;63.433867;0.74313748
47000;47000;292.27309;6968.8133;736.99277;7705.806;816.1215;63.341786;0.74638313
47250;47250;299.26843;7135.6067;721.70722;7857.3139;503.83315;63.460838;0.7421904
47500;47500;301.63188;7191.9597;718.93754;7910.8972;395.62614;63.518655;0.74016554
47750;47750;293.26558;6992.4778;677.0094;7669.4872;318.3061;63.397452;0.74441878
48000;48000;298.64085;7120.6431;757.04715;7877.6902;42.192963;63.346175;0.74622801
48250;48250;295.83558;7053.7556;689.10558;7742.8612;-151.03682;63.422203;0.74354758
48500;48500;298.57011;7118.9563;730.71481;7849.6711;581.5046;63.378367;0.74509147
48750;48750;296.33454;7065.6525;674.33389;7739.9864;776.19765;63.338881;0.74648586
49000;49000;297.16734;7085.5094;738.47987;7823.9893;678.39282;63.463054;0.74211264
49250;49250;299.89701;7150.5941;856.36613;8006.9603;646.94623;63.451006;0.74253545
49500;49500;299.36507;7137.9109;659.04147;7796.9524;624.44402;63.473999;0.74172881
49750;49750;298.80413;7124.536;788.40747;7912.9435;580.16285;63.454576;0.74241015
50000;50000;301.98685;7200.4234;681.50481;7881.9282;655.22695;63.389145;0.74471148
50250;50250;292.82373;6981.9424;748.50687;7730.4493;392.56808;63.381921;0.74496617
50500;50500;295.76123;7051.9827;692.15241;7744.1351;535.82994;63.328525;0.74685212
50750;50750;296.72264;7074.9061;766.75264;7841.6588;410.39183;63.382739;0.74493729
51000;51000;289.43979;6901.2576;814.24824;7715.5059;-46.564119;63.602237;0.73725133
51250;51250;298.79339;7124.28;821.82999;7946.11;436.45513;63.470668;0.7418456
51500;51500;296.87089;7078.4409;707.79011;7786.2311;346.7214;63.443676;0.74279286
51750;51750;297.25304;7087.5526;878.20219;7965.7548;393.70309;63.543291;0.73930496
52000;52000;297.16359;7085.42;775.50951;7860.9295;753.39986;63.511313;0.74042226
52250;52250;296.4932;7069.4354;749.81039;7819.2458;768.21509;63.360457;0.74572349
52500;52500;293.2783;6992.7811;631.9305;7624.7116;616.7899;63.343972;0.74630586
52750;52750;299.9477;7151.8029;646.72632;7798.5292;606.67077;63.450383;0.74255735
53000;53000;297.83058;7101.3234;768.78561;7870.109;531.16832;63.452749;0.74247428
53250;53250;305.13204;7275.4157;719.65217;7995.0679;757.15248;63.455407;0.74238099
53500;53500;298.16918;7109.3967;714.08251;7823.4792;714.27572;63.491664;0.74110987
53750;53750;298.55488;7118.5932;854.92477;7973.518;561.74814;63.467666;0.74195088
54000;54000;295.68113;7050.0728;711.00028;7761.0731;323.88347;63.445023;0.74274556
54250;54250;297.42066;7091.5493;787.76436;7879.3137;341.67272;63.41247;0.74389002
54500;54500;291.97223;6961.6398;743.54834;7705.1882;180.68208;63.454661;0.74240714
54750;54750;297.37424;7090.4426;799.18232;7889.6249;494.63074;63.384866;0.74486232
55000;55000;297.76389;7099.7331;680.35413;7780.0872;689.39846;63.436347;0.74305033
55250;55250;298.35071;7113.725;845.54694;7959.2719;806.60426;63.527196;0.73986703
55500;55500;297.89186;7102.7843;807.31485;7910.0992;708.84856;63.464997;0.74204447
55750;55750;293.70109;7002.8619;634.79397;7637.6559;404.82974;63.475265;0.74168444
56000;56000;299.9102;7150.9087;790.55061;7941.4593;574.43963;63.42856;0.74332405
56250;56250;297.11421;7084.2425;664.13046;7748.3729;712.98829;63.36173;0.74567856
56500;56500;299.53751;7142.0224;743.72077;7885.7432;726.18422;63.379615;0.74504747
56750;56750;296.40143;7067.2474;731.27042;7798.5178;626.63536;63.473258;0.74175479
57000;57000;298.31938;7112.978;796.16426;7909.1422;537.40478;63.49324;0.74105472
57250;57250;295.04855;7034.99;817.78456;7852.7746;543.63251;63.403045;0.74422178
57500;57500;295.81027;7053.152;723.7672;7776.9192;634.1514;63.405923;0.74412045
57750;57750;302.18252;7205.0887;724.78651;7929.8752;254.52471;63.604898;0.73715878
58000;58000;294.11861;7012.8169;767.53475;7780.3517;392.17632;63.488476;0.74122154
58250;58250;299.58304;7143.108;748.91918;7892.0272;723.15266;63.319961;0.7471552
58500;58500;293.75304;7004.1004;831.52889;7835.6293;329.78127;63.475922;0.74166142
58750;58750;298.68971;7121.8081;728.02773;7849.8358;448.43427;63.520698;0.7400941
59000;59000;303.29929;7231.7165;836.74606;8068.4626;408.39224;63.437219;0.7430197
59250;59250;295.54219;7046.7602;767.14517;7813.9053;516.94446;63.483446;0.74139774
59500;59500;302.57788;7214.5155;729.72909;7944.2446;647.97135;63.476242;0.74165018
59750;59750;295.92599;7055.9113;823.04072;7878.952;565.16445;63.510789;0.74044057
60000;60000;295.77514;7052.3143;861.03448;7913.3488;334.45637;63.566243;0.73850444
60250;60250;296.96591;7080.7065;841.5464;7922.2529;374.03017;63.51485;0.74029855
60500;60500;297.57683;7095.2731;755.8626;7851.1357;470.33544;63.496334;0.74094638
60750;60750;296.94265;7080.152;706.63186;7786.7839;557.67113;63.428621;0.74332189
61000;61000;298.22441;7110.7135;701.8143;7812.5278;1010.8021;63.380053;0.74503204
61250;61250;295.10167;7036.2566;843.98521;7880.2418;780.43831;63.534404;0.73961523
61500;61500;292.96214;6985.2427;762.61725;7747.8599;706.63792;63.506031;0.74060701
61750;61750;302.98097;7224.1265;719.74918;7943.8757;488.84756;63.462019;0.74214897
62000;62000;297.09163;7083.7042;659.56878;7743.273;88.404493;63.485117;0.74133919
62250;62250;298.13116;7108.4902;746.8032;7855.2934;441.68685;63.50152;0.74076484
62500;62500;296.7699;7076.033;712.5545;7788.5875;346.43359;63.431849;0.74320842
62750;62750;301.28669;7183.729;765.7651;7949.4941;605.29354;63.483221;0.74140562
63000;63000;295.60096;7048.1613;692.70502;7740.8664;584.90082;63.548165;0.73913486
63250;63250;298.85238;7125.6866;840.1309;7965.8175;630.20171;63.392842;0.7445812
63500;63500;300.2231;7158.3694;591.52062;7749.89;436.34553;63.528092;0.73983571
63750;63750;296.68604;7074.0335;726.23298;7800.2665;451.94925;63.512921;0.74036602
64000;64000;296.50704;7069.7656;768.6342;7838.3998;431.65151;63.397165;0.74442888
64250;64250;293.98508;7009.6332;679.86612;7689.4993;339.1838;63.40711;0.74407866
64500;64500;299.75098;7147.1124;715.79222;7862.9046;322.0228;63.41728;0.74372076
64750;64750;299.31027;7136.6043;747.68029;7884.2846;781.98428;63.577621;0.73810801
65000;65000;294.33276;7017.923;772.83668;7790.7596;459.06408;63.592548;0.73758835
65250;65250;301.93477;7199.1816;712.38368;7911.5653;346.50704;63.488922;0.74120591
65500;65500;298.26567;7111.6974;768.41532;7880.1127;222.04337;63.582981;0.73792136
65750;65750;300.83579;7172.9781;763.20601;7936.1841;403.66342;63.550776;0.73904378
66000;66000;298.39958;7114.8902;790.82813;7905.7183;754.70727;63.510292;0.74045797
66250;66250;295.8659;7054.4785;867.72367;7922.2022;661.91071;63.607937;0.73705316
66500;66500;301.2307;7182.3941;790.53138;7972.9255;794.56005;63.620183;0.73662759
66750;66750;295.06704;7035.4308;767.28186;7802.7127;258.53522;63.513068;0.74036088
67000;67000;301.1004;7179.2873;883.61801;8062.9053;342.97491;63.438298;0.74298177
67250;67250;297.57253;7095.1706;781.56113;7876.7317;201.91132;63.561865;0.73865703
67500;67500;303.00166;7224.6199;753.82302;7978.4429;300.27091;63.598988;0.73736432
67750;67750;298.63669;7120.5439;691.22352;7811.7674;470.49029;63.476517;0.74164055
68000;68000;297.09031;7083.6726;746.7468;7830.4194;541.13453;63.451275;0.74252603
68250;68250;303.1594;7228.3809;812.22913;8040.6101;387.19927;63.52649;0.73989171
68500;68500;296.3814;7066.7699;767.97794;7834.7478;491.60512;63.475408;0.74167942
68750;68750;299.499;7141.1044;775.98919;7917.0935;302.23468;63.423071;0.74351706
69000;69000;296.7031;7074.4402;735.33474;7809.775;-130.08557;63.5538;0.7389383
69250;69250;301.23367;7182.4649;775.8395;7958.3044;147.55742;63.541737;0.7393592
69500;69500;293.33033;6994.0215;764.58507;7758.6066;444.88258;63.425636;0.74342683
69750;69750;299.42301;7139.2924;721.59386;7860.8863;710.69461;63.409033;0.74401098
70000;70000;294.08672;7012.0566;731.19299;7743.2496;613.42349;63.468904;0.74190746
70250;70250;299.00059;7129.2205;781.92512;7911.1456;679.55635;63.44297;0.74281766
70500;70500;293.50203;6998.1154;741.79427;7739.9097;729.86802;63.398903;0.74436768
70750;70750;296.83358;7077.5512;862.99821;7940.5495;537.72935;63.425167;0.74344333
71000;71000;296.97737;7080.9797;712.29817;7793.2779;804.88306;63.47207;0.74179643
71250;71250;301.63047;7191.9259;805.39332;7997.3193;644.40809;63.448204;0.74263385
71500;71500;301.35314;7185.3136;906.69533;8092.0089;498.96413;63.59419;0.73753123
71750;71750;297.96906;7104.6251;769.88962;7874.5148;371.05154;63.593252;0.73756385
72000;72000;301.57829;7190.6817;824.76846;8015.4502;600.9574;63.412123;0.74390222
72250;72250;294.48533;7021.5608;738.91637;7760.4771;398.98373;63.438185;0.74298577
72500;72500;298.65049;7120.8729;801.5623;7922.4352;750.70258;63.422014;0.74355422
72750;72750;298.28617;7112.1862;691.38039;7803.5666;696.04406;63.524658;0.73995572
73000;73000;294.17547;7014.1726;931.15133;7945.324;528.79024;63.547153;0.7391702
73250;73250;298.55388;7118.5694;748.0017;7866.5711;478.94225;63.418126;0.74369098
73500;73500;295.6081;7048.3317;736.65895;7784.9907;556.39396;63.413832;0.74384208
73750;73750;302.8879;7221.9075;740.48757;7962.3951;421.99224;63.5128;0.74037025
74000;74000;293.91191;7007.8884;743.72308;7751.6115;610.86962;63.540303;0.73940926
74250;74250;298.33167;7113.2711;787.47753;7900.7486;672.86741;63.360209;0.74573225
74500;74500;293.57556;6999.8687;625.08395;7624.9527;693.55121;63.380157;0.74502836
74750;74750;297.40452;7091.1645;783.41325;7874.5778;88.322352;63.566273;0.73850338
75000;75000;297.55707;7094.8019;684.57375;7779.3756;158.11059;63.539117;0.73945066
75250;75250;297.5628;7094.9384;739.2927;7834.2311;683.15747;63.387964;0.7447531
75500;75500;294.9056;7031.5816;831.6373;7863.2189;146.44744;63.592653;0.73758469
75750;75750;302.11079;7203.3785;769.24088;7972.6194;612.30491;63.601434;0.73727925
76000;76000;297.01539;7081.8863;761.24402;7843.1303;683.66216;63.508364;0.7405254
76250;76250;300.47837;7164.4559;782.63391;7947.0898;547.99547;63.476491;0.74164145
76500;76500;299.50894;7141.3412;748.96211;7890.3033;179.76915;63.528195;0.73983213
76750;76750;298.4607;7116.3475;780.4362;7896.7837;80.130071;63.504475;0.74066144
77000;77000;297.74924;7099.3838;667.74475;7767.1286;272.33963;63.405657;0.74412981
77250;77250;294.82357;7029.6257;695.89468;7725.5203;680.72148;63.38385;0.74489814
77500;77500;299.28947;7136.1084;741.79795;7877.9064;1103.6404;63.473744;0.74173775
77750;77750;298.3801;7114.4257;770.05137;7884.4771;813.75754;63.618517;0.73668549
78000;78000;298.254;7111.4191;827.26951;7938.6886;565.49569;63.507947;0.74053998
78250;78250;296.24827;7063.5956;717.57003;7781.1656;335.77629;63.467834;0.74194497
78500;78500;302.87682;7221.6432;760.18433;7981.8276;284.92355;63.494887;0.74099705
78750;78750;294.93759;7032.3444;758.77972;7791.1241;556.86408;63.548287;0.73913061
79000;79000;296.19841;7062.4066;944.66851;8007.0751;365.81546;63.561869;0.73865689
